Projid	ID Number	collaborator sample id	BSP Sample ID	Available Volume	Conc	total	RIN by BSP	"Plate #, Product Order"	Plate ID and GSSR Kit ID	well	RiboGreen Quant ng/ul	ug of Leftover RNA	Notes
05779736	452	452_120507	SM-2T79B	54.0	257.8	13.9212	7.9	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	E12	160.98	2.7	
20254876	550	550_120517	SM-2T7CO	49.0	269	13.181	7.7	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	D10	161.24	2.7	
43485807	482	482_120514	SM-2T7AR	56.0	312.7	17.5112	7.6	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	F06	161.79	2.8	
44749170	544	544_120516	SM-2T7CI	45.0	244.4	10.998	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	D09	162.2	2.8	
20311676	443	443_120507	SM-2T78Z	58.0	292.4	16.9592	7.9	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	E07	164.57	2.9	
21000180	557	557_120517	SM-2T7CV	61.0	339	20.679	7.9	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	D12	164.62	2.9	
72188804	444	444_120507	SM-2T791	59.0	294.3	17.3637	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	E08	165.21	2.9	
62367972	530	530_120515	SM-2T7C7	51.5	291.4	15.0071	7.7	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	D06	165.3	2.9	
50401002	669	669_120530	SM-2T7G1	67.0	376.4	25.2188	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	G10	165.76	3.0	
20148879	220	220_120425	SM-2T73A	61.4	353.4	21.68780107	7.7	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	B11	166.21	3.0	
50105699	254	254_120426	SM-2T73V	57.9	317.9	18.42179954	7.3	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	C01	166.21	3.0	
72650337	466	466_120514	SM-2T7AB	56.4	306	17.2584	7.3	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	F04	166.75	3.0	
70816595	534	534_120516	SM-2T7C8	57.6	264.6	15.24096	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	D07	166.81	3.0	
20271359	575	575_120521	SM-2T7DE	59.0	315.6	18.6204	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	E02	166.94	3.0	
46246604	605	605_120523	SM-2T7E8	55.0	273	15.015	7.8	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	F12	167.12	3.0	
67185070	551	551_120517	SM-2T7CP	51.0	259.3	13.2243	7.9	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	D11	167.43	3.0	
11342432	45	45_120416	SM-2T713	60.9	347.8	21.18102	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	A06	169.63	3.1	
20730959	131	131_120419	SM-2T6X7	62.8	307.1	19.27080139	7.5	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	B02	169.74	3.1	
25300551	200	200_120424	SM-2T6YJ	52.0	277.4	14.41840038	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	B09	171.88	3.3	
20774339	590	590_120522	SM-2T7E1	57.0	353.3	20.1381	7.7	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	F08	172.8	3.3	
21187074	126	126_120419	SM-2T6X9	53.9	270	14.5550007	7.9	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	B03	172.96	3.3	
10473384	638	638_120524	SM-2T7F6	64.0	388.4	24.8576	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	G07	173.25	3.3	
20501668	602	602_120523	SM-2T7E5	57.0	314	17.898	8.0	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	F10	173.48	3.3	
10502798	104	104_120418	SM-2T72Q	54.0	270.3	14.5962	7.3	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	A09	174.45	3.4	
22101842	39	39_120416	SM-2T6ZV	53.3	302.8	16.13924	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	A05	175.17	3.4	
10684501	12	12_120410	SM-2T6ZA	51.0	264	13.464	7.4	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	A01	176	3.4	
31908032	599	599_120523	SM-2T7E2	54.0	273.7	14.7798	7.8	"Plate 2, PDO-463 RIN 7-8"	CO-6038855 BISR13771	F09	176.45	3.5	
21142003	161	161_120423	SM-2T6Y4	64.3	404.7	26.00269941	6.8	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	A11	54.5	-2.4	Cherry Pick Out
11072071	324	324_120501	SM-2T76I	48.9	270.1	13.20789	7.1	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	F03	64.2	-1.9	Cherry Pick Out
21145876	147	147_120419	SM-2T6X1	44.8	229.5	10.28900138	7.1	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	H07	67.34	-1.8	Cherry Pick Out
50109215	365	365_120502	SM-2T77R	64.1	402.8	25.81948	6.6	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	A12	74.8	-1.4	Cherry Pick Out
27481601	640	640_120524	SM-2T7F8	54.5	298.4	16.2628	6.5	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	D10	80	-1.2	Cherry Pick Out
20177982	66	66_120417	SM-2T71N	47.7	249.9	11.92023	7.2	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	G01	90.47	-0.7	Run at risk <5ug
50106730	369	369_120502	SM-2T77K	47.7	262.3	12.51171	7.3	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	F06	94.38	-0.5	Run at risk <5ug
50107583	21	21_120411	SM-2T7HZ	58.0	330.8	19.1864	7.1	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	C02	94.96	-0.4	Run at risk <5ug
11336574	321	321_120501	SM-2T767	57.5	305.3	17.55475	7.2	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	D07	98.98	-0.2	
68745332	298	298_120430	SM-2T74B	59.2	363.3	21.50870058	6.6	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	B08	100.25	-0.2	
15387421	630	630_120524	SM-2T7EX	59.5	341.5	20.31925	6.8	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	B12	104.05	0.0	
20270920	283	283_120430	SM-2T758	55.6	306	17.02099908	7.2	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	D06	106.14	0.1	
75990666	619	619_120524	SM-2T7EM	65.8	456.2	30.01796	7.2	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	A04	106.15	0.1	
11310844	35	35_120416	SM-2T6ZR	46.4	248.5	11.5304	6.7	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	G02	107.17	0.1	
50404749	459	459_120514	SM-2T79G	62.0	328.6	20.3732	7.1	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	C05	107.48	0.2	
14498577	515	515_120515	SM-2T7BR	43.0	234.8	10.0964	7.0	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	H02	107.74	0.2	
60747316	420	420_120507	SM-2T79L	55.0	285.4	15.697	6.8	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	E06	107.78	0.2	
15138884	461	461_120514	SM-2T7A6	45.5	239.9	10.91545	6.9	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	H01	108.48	0.2	
20925996	707	707_120531	SM-2T7G7	68.0	426.9	29.0292	7.2	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	A07	109.43	0.3	
21156815	316	316_120501	SM-2T76C	54.3	295.3	16.03479	7.0	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	D12	109.7	0.3	
50400385	292	292_120430	SM-2T75F	44.5	243.1	10.8109001	6.8	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	G08	109.72	0.3	
50108462	685	685_120604	SM-2T7GX	53.0	281.9	14.9407	6.9	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	E09	109.95	0.3	
20821943	675	675_120604	SM-2T7GN	69.2	464.2	32.12264	6.8	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	A01	110.04	0.3	
20236838	15	15_120410	SM-2T6ZH	55.3	303.5	16.78355	7.1	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	D08	110.35	0.3	
20942767	386	386_120503	SM-2T782	55.7	290.2	16.16414	6.8	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	E04	110.37	0.3	
52311825	697	697_120605	SM-2T7HA	55.3	308.1	17.03793	6.9	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	D05	111.39	0.3	
21002524	393	393_120503	SM-2T789	64.3	377	24.2411	7.2	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	B07	111.91	0.4	
11632851	414	414_120503	SM-2T78H	58.8	326.4	19.20379949	7.3	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	C06	111.93	0.4	
20195344	419	419_120507	SM-2T79K	48.4	251.4	12.16776	6.8	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	F11	112.11	0.4	
20171508	56	56_120417	SM-2T71K	58.3	272.7	15.89841	6.7	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	F01	112.28	0.4	
20974481	349	349_120501	SM-2T778	66.9	430.5	28.80045	7.0	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	A06	113.41	0.4	
20898476	705	705_120605	SM-2T7HI	59.2	320.9	18.99728	7.3	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	C08	115.22	0.5	
11259716	153	153_120423	SM-2T6XV	49.0	257.9	12.64390082	7.0	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	F08	115.34	0.5	
50405330	698	698_120605	SM-2T7HB	53.0	275.9	14.6227	7.1	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	E11	115.46	0.5	
27313862	678	678_120604	SM-2T7GQ	51.5	282.6	14.5539	6.5	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	E08	116.72	0.6	
82684406	555	555_120517	SM-2T7CT	47.0	256.3	12.0461	7.1	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	F10	117.47	0.6	
21001933	270	270_120430	SM-2T74U	45.1	241.3	10.89199968	7.0	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	G10	118	0.7	
20156469	69	69_120417	SM-2T71Q	43.6	233.1	10.16316	6.9	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	H04	118.4	0.7	
05689621	413	413_120503	SM-2T78S	44.2	241.5	10.66849917	7.1	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	G09	118.65	0.7	
04879843	288	288_120430	SM-2T75D	52.3	273	14.29099854	7.1	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	E12	118.94	0.7	
50410283	202	202_120424	SM-2T6Z2	51.5	267.3	13.76659954	7.3	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	F04	119.7	0.7	
20630946	255	255_120426	SM-2T73X	45.1	226.2	10.21159994	7.2	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	H11	120.14	0.8	
52509923	462	462_120514	SM-2T7A7	66.5	405.4	26.9591	6.9	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	A10	120.74	0.8	
10551157	699	699_120605	SM-2T7HC	45.4	241	10.9414	7.3	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	G11	121.12	0.8	
50109477	476	476_120514	SM-2T7AL	71.2	447.6	31.86912	6.7	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	A05	122.13	0.9	
20251391	643	643_120524	SM-2T7FB	44.0	229.3	10.0892	6.6	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	H08	122.38	0.9	
36379623	353	353_120501	SM-2T77C	45.7	233.8	10.68466	6.5	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	H03	124.05	1.0	
20646778	625	625_120524	SM-2T7ES	47.0	230.4	10.8288	7.1	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	H06	124.14	1.0	
10866165	616	616_120524	SM-2T7EJ	68.0	459.5	31.246	7.0	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	A02	124.15	1.0	
10315029	694	694_120605	SM-2T7H7	59.4	324.8	19.29312	7.1	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	C07	125.22	1.0	
11652071	140	140_120419	SM-2T6XK	54.4	266.7	14.51149904	6.7	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	F05	126.28	1.1	
50404163	408	408_120503	SM-2T78Q	51.9	292.1	15.17189892	6.7	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	E03	127.16	1.1	
10436131	577	577_120521	SM-2T7DG	48.4	251.4	12.16776	7.1	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	F12	127.34	1.1	
20152393	193	193_120424	SM-2T6YC	48.5	261	12.6649989	7.1	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	F07	127.48	1.1	
50105987	491	491_120515	SM-2T7B1	50.0	361	18.05	6.7	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	B09	127.54	1.1	
61029627	506	506_120515	SM-2T7BG	67.0	387.8	25.9826	7.3	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	B03	128.69	1.2	
50406057	548	548_120516	SM-2T7CM	50.0	289.4	14.47	7.0	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	E05	128.99	1.2	
20453625	33	33_120416	SM-2T6ZP	50.9	245.5	12.49595	6.5	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	G05	129.19	1.2	
50401264	75	75_120417	SM-2T71W	57.8	347.4	20.07972	7.3	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	B10	129.37	1.2	
50107907	389	389_120503	SM-2T785	44.9	227.3	10.20577	7.1	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	H10	129.64	1.2	
50409370	402	402_120503	SM-2T78L	65.5	380	24.8950008	7.2	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	B05	129.81	1.2	
50301963	103	103_120418	SM-2T72U	57.1	293.7	16.77027	6.7	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	E02	130.18	1.2	
50106280	679	679_120604	SM-2T7GR	59.5	347.3	20.66435	7.0	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	B11	130.54	1.3	
21293107	649	649_120529	SM-2T7FH	62.0	318.1	19.7222	6.9	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	C11	131.61	1.3	
64358179	481	481_120514	SM-2T7AQ	46.0	244	11.224	6.5	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	G07	132.58	1.4	
21362537	657	657_120529	SM-2T7FO	56.6	299.8	16.96868	7.3	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	D09	133.12	1.4	
18414513	493	493_120515	SM-2T7B3	49.0	228.1	11.1769	6.9	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	H09	133.82	1.4	
20390027	76	76_120417	SM-2T71X	46.5	257.5	11.97375	6.7	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	F09	133.85	1.4	
33477756	279	279_120430	SM-2T754	53.7	282.6	15.17420135	6.9	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	E07	134.32	1.4	
20139562	695	695_120605	SM-2T7H8	43.8	230.9	10.11342	6.6	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	H05	134.55	1.5	
10208143	130	130_120419	SM-2T6XE	54.1	271.4	14.68659931	7.1	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	F02	135.01	1.5	
20906079	204	204_120424	SM-2T6Z4	54.7	315.2	17.2278013	6.5	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	D02	135.5	1.5	
54122640	472	472_120514	SM-2T7AH	65.0	398.3	25.8895	6.6	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	B02	135.68	1.5	
10394182	671	671_120530	SM-2T7G3	64.4	219.3	14.12292	6.8	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	H12	135.82	1.5	
21274866	587	587_120522	SM-2T7DP	54.0	308.2	16.6428	6.9	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	D04	136.14	1.5	
20779834	668	668_120530	SM-2T7FZ	65.0	402.2	26.143	7.3	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	B01	137.74	1.6	
20201927	539	539_120516	SM-2T7CD	66.0	413.6	27.2976	6.6	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	A08	138.65	1.7	
51668135	487	487_120515	SM-2T7AW	44.0	240	10.56	6.9	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	G12	139.18	1.7	
20233939	445	445_120507	SM-2T792	52.0	248.1	12.9012	6.9	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	G03	139.24	1.7	
50107619	636	636_120524	SM-2T7F4	57.0	319.7	18.2229	6.9	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	C10	139.26	1.7	
50301387	340	340_120501	SM-2T76Y	52.3	279.9	14.63877	7.1	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	E10	139.79	1.7	
50108598	674	674_120530	SM-2T7G6	67.0	330.7	22.1569	6.7	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	C03	142.23	1.8	
50104846	34	34_120416	SM-2T6ZQ	59.9	385.7	23.10343	6.5	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	B04	146.58	2.0	
20996621	179	179_120424	SM-2T6YL	51.7	244.3	12.6277986	6.9	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	G06	147.25	2.1	
12365619	531	531_120516	SM-2T7BH	52.0	334.5	17.394	6.9	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	C01	148.65	2.1	
04576591	613	613_120523	SM-2T7EG	59.0	317.1	18.7089	6.5	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	C12	148.71	2.1	
85666580	553	553_120517	SM-2T7CR	56.0	311.1	17.4216	6.5	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	D03	148.78	2.1	
50400709	554	554_120517	SM-2T7CS	60.8	378.3	23.00064	7.3	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	B06	149.53	2.2	
21155350	568	568_120521	SM-2T7D7	58.0	317	18.386	7.3	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	D01	149.56	2.2	
37527863	665	665_120530	SM-2T7FW	67.0	409.3	27.4231	6.6	"Plate 3, PDO-475 RIN 6-7"	CO-6093623 BISR13782	A09	152.36	2.3	
20906493	478	478_120514	SM-2T7AN	48.0	255	12.24	6.5	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	F02	192.41	4.2	
15115927	329	329_120501	SM-2T75Z	45.5	223	10.1465	6.5	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	G12	177.38	3.5	
31756046	159	159_120423	SM-2T6Y2	64.0	400.4	25.61140182	6.4	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	A09	188.3	4.0	
50402567	331	331_120501	SM-2T769	59.5	343.3	20.42635	6.4	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	B11	223.12	5.7	
21140119	463	463_120514	SM-2T7A8	45.5	232.1	10.56055	6.4	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	G05	190.36	4.1	
46000440	243	243_120426	SM-2T74J	55.7	325	18.10000075	6.4	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	C03	170.4	3.2	
20225925	36	36_120416	SM-2T6ZS	64.5	442	28.509	6.4	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	A07	190.16	4.1	
78452313	628	628_120524	SM-2T7EV	70.5	462.2	32.5851	6.4	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	A04	188.26	4.0	
03713990	339	339_120501	SM-2T76X	45.3	241.9	10.95807	6.4	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	F10	221.63	5.6	
21126085	109	109_120418	SM-2T72Y	47.0	230.3	10.8241	6.4	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	G07	176.19	3.5	
08132197	479	479_120514	SM-2T7AO	70.0	509.1	35.637	6.3	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	A01	202	4.7	
10901987	453	453_120507	SM-2T79C	57.0	285.1	16.2507	6.3	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	D12	229.91	6.0	
10248033	672	672_120530	SM-2T7G4	67.2	447.6	30.07872	6.3	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	A06	250.47	7.0	
83984043	635	635_120524	SM-2T7F3	47.0	218.4	10.2648	6.3	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	H01	200.19	4.6	
91707643	608	608_120523	SM-2T7EB	63.0	396.6	24.9858	6.3	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	A10	239.59	6.5	
20767628	271	271_120430	SM-2T74V	50.5	243.1	12.2695001	6.2	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	F09	74.64	-1.4	Run at risk <5ug
20907246	641	641_120524	SM-2T7F9	64.5	460.2	29.6829	6.2	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	A05	198.5	4.5	
02899847	207	207_120424	SM-2T6Z7	54.9	299.8	16.45679848	6.2	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	D06	162.5	2.8	
50101659	133	133_120419	SM-2T6XL	51.4	254.4	13.08860016	6.2	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	F03	153.56	2.4	
21000630	523	523_120515	SM-2T7BZ	56.0	321.2	17.9872	6.2	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	C05	171.65	3.2	
90447310	538	538_120516	SM-2T7CC	45.0	260.2	11.709	6.1	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	E10	215.92	5.4	
44019405	617	617_120524	SM-2T7EK	60.0	325.2	19.512	6.1	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	C02	198.9	4.5	
20249897	5	05_120405	SM-2T7HP	47.0	253.6	11.9192	6.1	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	F04	207.97	5.0	
46369736	571	571_120521	SM-2T7DA	57.0	318.5	18.1545	6.1	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	C07	213.31	5.2	
94430339	683	683_120604	SM-2T7GV	58.2	304.9	17.74518	6.1	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	D01	142	1.8	
50108048	706	706_120605	SM-2T7HJ	52.0	280.5	14.586	6.1	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	E03	201.1	4.7	
10510090	521	521_120515	SM-2T7BX	55.0	321.9	17.7045	6.1	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	C04	188.58	4.1	
50105725	118	118_120418	SM-2T6WI	45.7	223.9	10.22159923	6.0	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	G11	196.11	4.4	
50410319	407	407_120503	SM-2T78J	44.9	245.4	11.01559864	6.0	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	F07	191.75	4.2	
50106578	542	542_120516	SM-2T7CG	57.6	302.6	17.42976	6.0	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	D05	240.01	6.5	
10246987	618	618_120524	SM-2T7EL	57.0	313.3	17.8581	6.0	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	C10	157.66	2.6	
50301125	3	03_120405	SM-2T7HN	41.0	245	10.045	6.0	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	F08	173.93	3.3	
24039289	394	394_120503	SM-2T78A	65.3	405.7	26.49221	5.9	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	A08	185.64	3.9	
86903794	581	581_120521	SM-2T7DK	63.8	381.3	24.32694	5.9	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	B01	197.37	4.5	
33411712	29	29_120416	SM-2T6ZL	46.1	225.8	10.40938	5.9	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	G09	172.58	3.3	
20983400	358	358_120502	SM-2T77Q	52.7	255.9	13.48593	5.9	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	F01	190.3	4.1	
20683921	561	561_120517	SM-2T7CZ	47.0	232.2	10.9134	5.9	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	G03	160.91	2.7	
21176459	229	229_120425	SM-2T73J	45.7	229	10.47200054	5.9	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	G08	148.71	2.1	
20946257	272	272_120430	SM-2T74W	44.2	231.2	10.21420098	5.9	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	G06	201.47	4.7	
59217750	584	584_120522	SM-2T7DN	61.0	347.2	21.1792	5.9	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	B08	253.42	7.2	
63188799	606	606_120523	SM-2T7E9	60.0	356.3	21.378	5.8	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	B05	265	7.7	
20254902	549	549_120517	SM-2T7CN	50.5	251.1	12.68055	5.8	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	F06	208.56	5.0	
10300914	464	464_120514	SM-2T7A9	52.0	270.4	14.0608	5.8	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	E07	203.03	4.7	
20929774	367	367_120502	SM-2T76O	45.8	224.6	10.28668	5.8	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	G10	167.28	3.0	
21001519	688	688_120604	SM-2T7H1	55.4	308	17.0632	5.8	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	C12	200.14	4.6	
50108200	720	720_120531	SM-2T7GK	54.5	297.4	16.2083	5.8	"Plate 4, PDO-476 RIN 5-6"	CO-6095291 BISR13786	D08	205.64	4.9	
